ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-20540,Who's afraid of the clowns???\ncomment down there....,fear,0: no fear can be inferred,0,Who's afraid of the clowns???\ncomment down there....,who's afraid of the clowns???\ncomment down there....
2017-En-20992,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear,0: no fear can be inferred,0,"ok but why tomorrow a horrible day, my day was great!","ok but why tomorrow a horrible day, my day was great!"
2017-En-20955,No we didn't just bully our professor to move the Chem quiz to Monday 😂,fear,0: no fear can be inferred,0,No we didn't just bully our professor to move the Chem quiz to Monday face_with_tears_of_joy,no we didn't just bully our professor to move the chem quiz to monday face_with_tears_of_joy
2017-En-21942,@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.,fear,0: no fear can be inferred,0,The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.,the haunting is my favorite horror movie too! actually one of my favorite movies of all time no matter the genre.
2017-En-21804,@Cernovich It's like the horror movie The Hills Have Eyes...,fear,0: no fear can be inferred,0,It's like the horror movie The Hills Have Eyes...,it's like the horror movie the hills have eyes...
2017-En-20492,dread pitt,fear,0: no fear can be inferred,0,dread pitt,dread pitt
2017-En-22245,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,fear,0: no fear can be inferred,0,In other news. My legs hurt. running 5kin26mins dreadful flatfeet,in other news. my legs hurt. running 5kin26mins dreadful flatfeet
2017-En-20510,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. ,fear,0: no fear can be inferred,0,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be.,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be.
2017-En-20078,@RossKemp Omg that is just horrific. Something needs to be done. 😢,fear,3: high amount of fear can be inferred,3,Omg that is just horrific. Something needs to be done. crying_face,omg that is just horrific. something needs to be done. crying_face
2017-En-21595,American horror story in bed 👌🏼,fear,0: no fear can be inferred,0,American horror story in bed OK_hand_medium-light_skin_tone,american horror story in bed ok_hand_medium-light_skin_tone
2017-En-20427,I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,fear,0: no fear can be inferred,0,I Don't know what make Pakistan fear more their terrorist or their TerrorStatePak,i don't know what make pakistan fear more their terrorist or their terrorstatepak
2017-En-21778,Mom you remember when Narley died? You cried like a baby! #bully,fear,0: no fear can be inferred,0,Mom you remember when Narley died? You cried like a baby! bully,mom you remember when narley died? you cried like a baby! bully
2017-En-22070,"If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop",fear,2: moderate amount of fear can be inferred,2,"If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... OffTop","if i'm working and i know you're working., keep in touch with other woman cuz you make me nervous... offtop"
2017-En-21343,"God, I've been so physically weak the whole day. So much shaking :(",fear,2: moderate amount of fear can be inferred,2,"God, I've been so physically weak the whole day. So much shaking (","god, i've been so physically weak the whole day. so much shaking ("
2017-En-20868,"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",fear,0: no fear can be inferred,0,"unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things","unless your concern is people figuring out who you are for wtvr reason, i don't see why you shouldn't tweet about other things"
2017-En-20905,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",fear,0: no fear can be inferred,0,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 5728)","o you who have believed, fear allah and believe in his messenger; he will [then] give you a double portion of his mercy...' (quran 5728)"
2017-En-21941,And they cover these police shootings fairly well they dont want to miss a chance to bully you,fear,2: moderate amount of fear can be inferred,2,And they cover these police shootings fairly well they dont want to miss a chance to bully you,and they cover these police shootings fairly well they dont want to miss a chance to bully you
2017-En-21493,"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",fear,2: moderate amount of fear can be inferred,2,"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?","i love my mother, but talking about the recent horrific murders with her is exhausting. is this really how america feels?"
2017-En-21185,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,fear,1: low amount of fear can be inferred,1,On / to talk latest on Chelsea Bombing + Ahmad_Khan_Rahami's trips to Afghanistan/Pakistan tcot terror,on / to talk latest on chelsea bombing + ahmad_khan_rahami's trips to afghanistan/pakistan tcot terror
2017-En-20317,mmmm i'm kinda sad i hope i can shake this before school,fear,1: low amount of fear can be inferred,1,mmmm i'm kinda sad i hope i can shake this before school,mmmm i'm kinda sad i hope i can shake this before school
2017-En-20155,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear,2: moderate amount of fear can be inferred,2,"Just heard what happen at grandad hometown last night such a terrible news broken_heart, hope everyone okay crying_face","just heard what happen at grandad hometown last night such a terrible news broken_heart, hope everyone okay crying_face"
2017-En-22066,"@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄",fear,0: no fear can be inferred,0,"I don't even remember that part grinning_face_with_sweat the movie wasn't terrible, it just wasn't very scary and I expected a better ending face_with_rolling_eyes","i don't even remember that part grinning_face_with_sweat the movie wasn't terrible, it just wasn't very scary and i expected a better ending face_with_rolling_eyes"
2017-En-22166,@CNN bully,fear,0: no fear can be inferred,0,bully,bully
2017-En-21133,Jeans with fake pockets ,fear,0: no fear can be inferred,0,Jeans with fake pockets,jeans with fake pockets
2017-En-20963,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,fear,0: no fear can be inferred,0,Oh I get i see it's TexasTech playing tonight not the Texans TNF texansarebad,oh i get i see it's texastech playing tonight not the texans tnf texansarebad
2017-En-20331,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,fear,1: low amount of fear can be inferred,1,Recording some more FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream face_with_tears_of_joy horror suchagirl,recording some more fnaf and had to facetime my mum to let her know i was okay after i let out a high pitched scream face_with_tears_of_joy horror suchagirl
2017-En-21332,Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,fear,0: no fear can be inferred,0,Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,love takes off the masks that we fear we cannot live without and know we cannot live within. - james a. baldwin
2017-En-21560,"Wtf are United doing, shocking defending",fear,0: no fear can be inferred,0,"Wtf are United doing, shocking defending","wtf are united doing, shocking defending"
2017-En-20545,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,fear,0: no fear can be inferred,0,Most Americans think the media is nothing but Government propaganda BS. lies control BS RiggedSystem distrust garbage oreillyfactor,most americans think the media is nothing but government propaganda bs. lies control bs riggedsystem distrust garbage oreillyfactor
2017-En-21106,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,fear,0: no fear can be inferred,0,Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted!,yes indeed! we know masses of students would be so excited to see you! we need to get this sorted!
2017-En-20720,@Cinestrong something a cyber bully would say,fear,0: no fear can be inferred,0,something a cyber bully would say,something a cyber bully would say
2017-En-20606,@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear,0: no fear can be inferred,0,yet you and all the other English pundits are afraid to criticise him,yet you and all the other english pundits are afraid to criticise him
2017-En-20392,When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,fear,0: no fear can be inferred,0,When my 4yo is gone I blast gothcore music. She has anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* momlife,when my 4yo is gone i blast gothcore music. she has anxiety &amp; i can't listen 2 it around her bcuz it's 'too spooky'. *sigh* momlife
2017-En-22140,10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,fear,1: low amount of fear can be inferred,1,10 page script due Friday for class. Who said I could do this MFA thing? GradSchoolProblems someonetelltinafeytohireme,10 page script due friday for class. who said i could do this mfa thing? gradschoolproblems someonetelltinafeytohireme
2017-En-21693,Bring on my interview at hospital tho 🙈🙈 #nervous,fear,2: moderate amount of fear can be inferred,2,Bring on my interview at hospital tho see-no-evil_monkeysee-no-evil_monkey nervous,bring on my interview at hospital tho see-no-evil_monkeysee-no-evil_monkey nervous
2017-En-20824,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",fear,0: no fear can be inferred,0,"so bad...Slash prices or send them to refugee camps, like team gear after they lose championships.","so bad...slash prices or send them to refugee camps, like team gear after they lose championships."
2017-En-21690,@abbeygray14 they're revolting,fear,0: no fear can be inferred,0,they're revolting,they're revolting
2017-En-21305,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,fear,0: no fear can be inferred,0,quote What U fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,quote what u fear controls u. fear is not out in life but in ur mind. real difficulties can be overcome - cheryl janecky
2017-En-21720,@jk_rowling @Riverfeather207 Donald Trump in the White House #shudder,fear,3: high amount of fear can be inferred,3,Donald Trump in the White House shudder,donald trump in the white house shudder
2017-En-20968,@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear,0: no fear can be inferred,0,revolting cocks if you think I'm sexy!,revolting cocks if you think i'm sexy!
2017-En-20993,@madihayousufzai Please DM your concern,fear,0: no fear can be inferred,0,Please DM your concern,please dm your concern
2017-En-21073,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear,0: no fear can be inferred,0,Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! haunt,yes indeed! we know masses of students would be so excited to see you! we need to get this sorted! haunt
2017-En-21845,"@BenjySarlin @MargieOmero @MonmouthPoll not to worry, he'll flip Wisconsin",fear,0: no fear can be inferred,0,"not to worry, he'll flip Wisconsin","not to worry, he'll flip wisconsin"
2017-En-20120,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,fear,2: moderate amount of fear can be inferred,2,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life face_with_rolling_eyes nightmare,just had to reverse half way up the woods to collect the dog n i've never even reverse parked in my life face_with_rolling_eyes nightmare
2017-En-20515,@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money,fear,0: no fear can be inferred,0,awe!!! cnn so bias and doesn't care about people only money,awe!!! cnn so bias and doesn't care about people only money
2017-En-20164,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,fear,2: moderate amount of fear can be inferred,2,Biggest THREAT 2 GLOBAL STABILITY? climatechange food water security terrorism russia war trump clinton geopolitics korea $vwo,biggest threat 2 global stability? climatechange food water security terrorism russia war trump clinton geopolitics korea $vwo
2017-En-22003,"Welp, I'm off to get my #anxiety meds now. #Empire",fear,2: moderate amount of fear can be inferred,2,"Welp, I'm off to get my anxiety meds now. Empire","welp, i'm off to get my anxiety meds now. empire"
2017-En-21909,Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,fear,0: no fear can be inferred,0,Wow what a thought! JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,wow what a thought! judgelynntoler 'i can't have the specter of this morning's problem haunt my afternoon.' well written! that 1 sentence
2017-En-20219,And here we go again 😓 #restless,fear,1: low amount of fear can be inferred,1,And here we go again downcast_face_with_sweat restless,and here we go again downcast_face_with_sweat restless
2017-En-21094,@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,fear,0: no fear can be inferred,0,im so exited!! I am shaking so much smiling_face_with_heart-eyessmiling_face_with_heart-eyes and im so pround of Colleen and the fandom! Everyone is amazing smiling_face_with_heart-eyes,im so exited!! i am shaking so much smiling_face_with_heart-eyessmiling_face_with_heart-eyes and im so pround of colleen and the fandom! everyone is amazing smiling_face_with_heart-eyes
2017-En-21225,The moment you bring her to meet your best friend and you're nervous af! 😬😆 #nervous #thefriendtest,fear,2: moderate amount of fear can be inferred,2,The moment you bring her to meet your best friend and you're nervous af! grimacing_facegrinning_squinting_face nervous thefriendtest,the moment you bring her to meet your best friend and you're nervous af! grimacing_facegrinning_squinting_face nervous thefriendtest
2017-En-20024,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",fear,3: high amount of fear can be inferred,3,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? anxiety recluse issues","ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? anxiety recluse issues"
2017-En-20952,@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there,fear,0: no fear can be inferred,0,Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there,madrid is playing awful and no modric but 90 minutes in bernabéu stadium are so so long. viallreal never won there
2017-En-20319,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",fear,1: low amount of fear can be inferred,1,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. socialanxiety anxiety","however the agent was inauthentic, my sister still loves me, &amp; i'm still alive. so i guess it wasn't that bad. socialanxiety anxiety"
2017-En-22242,McDavid breakaway. Lundqvist with a tremendous save.,fear,0: no fear can be inferred,0,McDavid breakaway. Lundqvist with a tremendous save.,mcdavid breakaway. lundqvist with a tremendous save.
2017-En-20389,That old lady is cray cray #scared #BellaIsSoCute #awe #Empire,fear,0: no fear can be inferred,0,That old lady is cray cray scared BellaIsSoCute awe Empire,that old lady is cray cray scared bellaissocute awe empire
2017-En-20086,"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",fear,3: high amount of fear can be inferred,3,"These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.","these interviews scare the crap out of me. i never imagined so many dumb, dumb americans."
2017-En-21109,This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,fear,0: no fear can be inferred,0,This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,this is a terrific university-a unique university..athabasca university has become a part of my head &amp; a part of my heart' peter mackinnon
2017-En-20047,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear,3: high amount of fear can be inferred,3,That feeling you get when you know the information but scared you might do bad on a test collegelife nervous sad_but_relieved_facesad_but_relieved_face,that feeling you get when you know the information but scared you might do bad on a test collegelife nervous sad_but_relieved_facesad_but_relieved_face
2017-En-21009,@DreKnott You've got tremendous range.,fear,0: no fear can be inferred,0,You've got tremendous range.,you've got tremendous range.
2017-En-21420,@Rosie #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️,fear,0: no fear can be inferred,0,Strongwomen terrify weakmen - don't let the bully wear you down. Loving your consistency and truth in rough times Hang in there red_heart,strongwomen terrify weakmen - don't let the bully wear you down. loving your consistency and truth in rough times hang in there red_heart
2017-En-20644,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear,0: no fear can be inferred,0,u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather,u gave laura so much constructive criticism she blocked u 'lazy give up now no hope retire' same with heather
2017-En-21003,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",fear,0: no fear can be inferred,0,"She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;","she chuckles, shaking her head. 'no...i just have a really vivid imagination, i guess. it happens when you meet someone&gt;"
2017-En-20856,@BBHOH #terrible Paul so deserved that win!!! #bbfail,fear,0: no fear can be inferred,0,terrible Paul so deserved that win!!! bbfail,terrible paul so deserved that win!!! bbfail
2017-En-21369,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear,3: high amount of fear can be inferred,3,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. terror,i stepped into the shower and my spidey senses tangled. i immediately looked up and saw a spider directly above my head. terror
2017-En-20888,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear,0: no fear can be inferred,0,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol horrible","i polished my nails, but can't find the polish remover. it look like a 3yr old polished my nails lol horrible"
2017-En-20725,"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",fear,0: no fear can be inferred,0,"This is so lovely! Or I am frightened, not sure which! But, wow!","this is so lovely! or i am frightened, not sure which! but, wow!"
2017-En-20260,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,fear,1: low amount of fear can be inferred,1,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!
2017-En-21055,At the end of the day I know that my kids will never worry about me leaving them 💕,fear,0: no fear can be inferred,0,At the end of the day I know that my kids will never worry about me leaving them two_hearts,at the end of the day i know that my kids will never worry about me leaving them two_hearts
2017-En-21506,Remember the #twinkie #scare ???? #tbt,fear,0: no fear can be inferred,0,Remember the twinkie scare ???? tbt,remember the twinkie scare ???? tbt
2017-En-22123,@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,fear,1: low amount of fear can be inferred,1,guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,guess is cause you small and girly. i dunno how this works.. i did frighten though.. she's. a big'un
2017-En-21995,#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear,0: no fear can be inferred,0,WTF allows gym atmosphere! jumpship nasty atmosphere unprofessional,wtf allows gym atmosphere! jumpship nasty atmosphere unprofessional
2017-En-22002,@carlymarierozy @makeupsue it's sad but now we are making our own children vulnerable to the same terror.,fear,2: moderate amount of fear can be inferred,2,it's sad but now we are making our own children vulnerable to the same terror.,it's sad but now we are making our own children vulnerable to the same terror.
2017-En-21679,@LucasDrakeH @realDonaldTrump @GenFlynn @RandPaul @trump2016fan terrorist attack and terrorism already exists in the history of islam.,fear,1: low amount of fear can be inferred,1,terrorist attack and terrorism already exists in the history of islam.,terrorist attack and terrorism already exists in the history of islam.
2017-En-20825,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff,fear,0: no fear can be inferred,0,only offering 6 moth warranty ps4pro truth ripoff,only offering 6 moth warranty ps4pro truth ripoff
2017-En-21410,Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening  #youwouldntreadaboutit,fear,0: no fear can be inferred,0,Had a conversion with a random fellow passenger on a melbourne yesterday evening youwouldntreadaboutit,had a conversion with a random fellow passenger on a melbourne yesterday evening youwouldntreadaboutit
2017-En-20254,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,1: low amount of fear can be inferred,1,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,a panic attack and call yourself a real fan makes me so mad like i dont even have the words to explain. this is why some people give no +
2017-En-21451,"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",fear,0: no fear can be inferred,0,"Question of the day what are some of your nervous habits? (biting fingernails, tapping your foot, clenching your teeth...)","question of the day what are some of your nervous habits? (biting fingernails, tapping your foot, clenching your teeth...)"
2017-En-20553,"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear,0: no fear can be inferred,0,"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. voxconversations","especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. voxconversations"
2017-En-20197,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,fear,2: moderate amount of fear can be inferred,2,awe I feel so bad being naive ou is the worst,awe i feel so bad being naive ou is the worst
2017-En-22160,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,fear,2: moderate amount of fear can be inferred,2,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.
2017-En-21525,What's up Cowboys? ,fear,0: no fear can be inferred,0,What's up Cowboys?,what's up cowboys?
2017-En-21527,"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂",fear,1: low amount of fear can be inferred,1,"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? WHOA Mindblown huh setback fright madashell face_with_tears_of_joy","does this blow your mind as much as it blew mine, or did i just sexually harass someone? whoa mindblown huh setback fright madashell face_with_tears_of_joy"
2017-En-21588,"@NGilbert92 @_c0urtknee_ haha it's me, shocking I know 😂 you'll hear me moan I'm too cold in winter ⛄️",fear,0: no fear can be inferred,0,"haha it's me, shocking I know face_with_tears_of_joy you'll hear me moan I'm too cold in winter snowman_without_snow","haha it's me, shocking i know face_with_tears_of_joy you'll hear me moan i'm too cold in winter snowman_without_snow"
2017-En-21481,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear,2: moderate amount of fear can be inferred,2,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles O,my doctor has taken a liking to poking prodding and drawing blood from me post dad. over concern is nice but dear gawd needles o
2017-En-21011,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear,0: no fear can be inferred,0,USA was embarrassing to watch. When was the last time you guys won a game..? horrible joke,usa was embarrassing to watch. when was the last time you guys won a game..? horrible joke
2017-En-20590,these confident bitches should scare you the most,fear,0: no fear can be inferred,0,these confident bitches should scare you the most,these confident bitches should scare you the most
2017-En-20596,"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",fear,0: no fear can be inferred,0,"on RHOBH, you just do not want to assume an affair while you were married so you criticize ! awful","on rhobh, you just do not want to assume an affair while you were married so you criticize ! awful"
2017-En-20146,What an actual nightmare,fear,2: moderate amount of fear can be inferred,2,What an actual nightmare,what an actual nightmare
2017-En-20240,I want to slide into the dms but im too fucking shy #shy,fear,1: low amount of fear can be inferred,1,I want to slide into the dms but im too fucking shy shy,i want to slide into the dms but im too fucking shy shy
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",fear,0: no fear can be inferred,0,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love musical_notes","when the sadness leaves you broken in your bed, i will hold you in the depths of your despair, and it's all in the name of love musical_notes"
2017-En-21681,"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",fear,3: high amount of fear can be inferred,3,"heavyheart these last couple of days, who are the cause of this fear of losing someone close ? amerikkka kkkops TerenceCrutcher","heavyheart these last couple of days, who are the cause of this fear of losing someone close ? amerikkka kkkops terencecrutcher"
2017-En-21883,"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.",fear,0: no fear can be inferred,0,"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.","never fear the want of business. a man who qualifies himself well for his calling, never fails of employment."
2017-En-21979,So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,fear,0: no fear can be inferred,0,So much terrible music playing on the radio has started to make me wonder weather my taste in music is good or just completely shit,so much terrible music playing on the radio has started to make me wonder weather my taste in music is good or just completely shit
2017-En-21756,Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking,fear,2: moderate amount of fear can be inferred,2,Can't believe ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad shocking,can't believe ring my parents now when they go tomorrow to say no disabled washing facility for my wheelchair bound dad shocking
2017-En-21698,I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible,fear,0: no fear can be inferred,0,I'm so bored and fat and full and ridiculously overweight and rolls galore terrible,i'm so bored and fat and full and ridiculously overweight and rolls galore terrible
2017-En-20475,On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?,fear,0: no fear can be inferred,0,On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?,on a side note if you are self medicating ? that's not helping that is burying the anxiety that will manifest in another way. heart disease?
2017-En-21598,thank you for finding this @ @afcEnes coy,fear,0: no fear can be inferred,0,thank you for finding this @ coy,thank you for finding this @ coy
2017-En-21023,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",fear,0: no fear can be inferred,0,"yeah, UK was quite the","yeah, uk was quite the"
2017-En-20198,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity ,fear,2: moderate amount of fear can be inferred,2,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n Loneliness aloneinthecity,being alone is better than being lonely. know what is worse than being lonely? being empty; that's right!\n loneliness aloneinthecity
2017-En-20199,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,fear,2: moderate amount of fear can be inferred,2,I can never find the exact emoji that I'm after at the exact moment that I need it panic,i can never find the exact emoji that i'm after at the exact moment that i need it panic
2017-En-20605,"you make my heart shake, bend and break.'",fear,0: no fear can be inferred,0,"you make my heart shake, bend and break.'","you make my heart shake, bend and break.'"
2017-En-21210,Another fun fact: i am afraid,fear,1: low amount of fear can be inferred,1,Another fun fact i am afraid,another fun fact i am afraid
2017-En-20271,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,fear,1: low amount of fear can be inferred,1,Unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch shocking,unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch shocking
2017-En-20588,The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone,fear,0: no fear can be inferred,0,The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone,the only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone
2017-En-21961,Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings ,fear,0: no fear can be inferred,0,Q&amp;A with N. Christie  fr.  What would Peter and Dardanella think of us knowing? poorthings,q&amp;a with n. christie  fr.  what would peter and dardanella think of us knowing? poorthings
2017-En-21710,Can't even believe just seeing you set my anxiety off 🖕,fear,2: moderate amount of fear can be inferred,2,Can't even believe just seeing you set my anxiety off middle_finger,can't even believe just seeing you set my anxiety off middle_finger
2017-En-21645,@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,fear,2: moderate amount of fear can be inferred,2,yes exactly &amp; he's sold out this country to terror while lying to cover it up,yes exactly &amp; he's sold out this country to terror while lying to cover it up
