ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-30411,it was both lively &amp; lovely @crumblepie15 @buryprofs @DittoBistro #BuffnPolish,joy,1: low amount of joy can be inferred,1,it was both lively &amp; lovely BuffnPolish,it was both lively &amp; lovely buffnpolish
2017-En-30807,Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.,joy,0: no joy can be inferred,0,Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.,your glee filled normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.
2017-En-31101,"The world needs more laughter, more love, and a little more of you. - R.M Drake.",joy,1: low amount of joy can be inferred,1,"The world needs more laughter, more love, and a little more of you. - R.M Drake.","the world needs more laughter, more love, and a little more of you. - r.m drake."
2017-En-30471,@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,joy,1: low amount of joy can be inferred,1,\n'It's alright!' She said cheerfully trying to make the moment fun,\n'it's alright!' she said cheerfully trying to make the moment fun
2017-En-31347,I miss my naivety and blind optimism,joy,0: no joy can be inferred,0,I miss my naivety and blind optimism,i miss my naivety and blind optimism
2017-En-31450,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,joy,0: no joy can be inferred,0,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,i understand now...if it's not pleasing to the ear...then it ain't what you want! i'm so so tired!!
2017-En-30337,@globemartyk 'drunken patroons' make this whole situation much more jovial though.,joy,2: moderate amount of joy can be inferred,2,'drunken patroons' make this whole situation much more jovial though.,'drunken patroons' make this whole situation much more jovial though.
2017-En-30787,@debutemma I dont have to sit here and take this from u spry young children,joy,0: no joy can be inferred,0,I dont have to sit here and take this from u spry young children,i dont have to sit here and take this from u spry young children
2017-En-30508,He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,joy,1: low amount of joy can be inferred,1,He maketh the barren woman to keep house &amp; to be a joyful mother of children\nPraise ye the Lord\nPsa1139,he maketh the barren woman to keep house &amp; to be a joyful mother of children\npraise ye the lord\npsa1139
2017-En-30630,@ColMorrisDavis @rolling_2 @realDonaldTrump @pbump He's jubilant to hear the word that he probably uses in secret heard out loud.,joy,0: no joy can be inferred,0,He's jubilant to hear the word that he probably uses in secret heard out loud.,he's jubilant to hear the word that he probably uses in secret heard out loud.
2017-En-30998,@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy,3: high amount of joy can be inferred,3,My first time watching your vids and i died of laughter. Keep this up dude,my first time watching your vids and i died of laughter. keep this up dude
2017-En-31550,@XGames looks exhilarating! Looking forward to seeing 👍🏼,joy,3: high amount of joy can be inferred,3,looks exhilarating! Looking forward to seeing thumbs_up_medium-light_skin_tone,looks exhilarating! looking forward to seeing thumbs_up_medium-light_skin_tone
2017-En-30744,.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.',joy,0: no joy can be inferred,0,. Obama describes his temperament as 'steady &amp; on the buoyant side.',. obama describes his temperament as 'steady &amp; on the buoyant side.'
2017-En-31345,@reinervshunter you got this💙 #staystrong #smile #yourebeautiful,joy,3: high amount of joy can be inferred,3,you got thisblue_heart staystrong smile yourebeautiful,you got thisblue_heart staystrong smile yourebeautiful
2017-En-31184,Proverbs  27:9 Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak,joy,2: moderate amount of joy can be inferred,2,Proverbs 279 Ointment and perfume rejoice the heart so doth the sweetness of a man's friend by hearty counsel.\nTruthfmDawnBreak,proverbs 279 ointment and perfume rejoice the heart so doth the sweetness of a man's friend by hearty counsel.\ntruthfmdawnbreak
2017-En-30615,Do not truck the delight; delight the truck.,joy,0: no joy can be inferred,0,Do not truck the delight; delight the truck.,do not truck the delight; delight the truck.
2017-En-31122,Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX,joy,3: high amount of joy can be inferred,3,Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou amy XXXX,nothing lovelier than your great mate sending the most joyful and sweet pic - thankyou amy xxxx
2017-En-30933,one thing I can say is that you kept me smiling,joy,2: moderate amount of joy can be inferred,2,one thing I can say is that you kept me smiling,one thing i can say is that you kept me smiling
2017-En-30443,"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",joy,1: low amount of joy can be inferred,1,"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that","when something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. need word for that"
2017-En-30152,@JamieNicks_ it makes complete sense and i'm elated to hear this :],joy,3: high amount of joy can be inferred,3,it makes complete sense and i'm elated to hear this ],it makes complete sense and i'm elated to hear this ]
2017-En-30586,My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy,0: no joy can be inferred,0,My ukulele bag has fallen apart. neutral_face WELLL AT LEAST my life hasn't yet!! Joys\n\nquote problemsolving behappy,my ukulele bag has fallen apart. neutral_face welll at least my life hasn't yet!! joys\n\nquote problemsolving behappy
2017-En-30942,@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy,3: high amount of joy can be inferred,3,can't wait to see you Hun cuddles gossip laughter,can't wait to see you hun cuddles gossip laughter
2017-En-30485,"Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. #woficc",joy,1: low amount of joy can be inferred,1,"Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. woficc","just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. woficc"
2017-En-30791,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,joy,0: no joy can be inferred,0,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,i meet new people and i had to grow up with the reality that people can be desgusting and fake and so i lost my cheerfulness and started to
2017-En-30240,Make someone happy ^_^,joy,2: moderate amount of joy can be inferred,2,Make someone happy ^_^,make someone happy ^_^
2017-En-30829,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",joy,0: no joy can be inferred,0,"I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.","i assure you there is no laughter, but increasing anger at the costs, and arrogance of westminster."
2017-En-30751,"Hey @AppleSupport, would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app",joy,0: no joy can be inferred,0,"Hey , would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app","hey , would be nice to have “click to pause” or “pause when window inactive” on animated gifs for macos messages app"
2017-En-31421,"@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...",joy,0: no joy can be inferred,0,"Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...","same with gaming. sites leaned ps2 during its heyday, leaned 360 most of last gen. this gen started vitriolic mostly by..."
2017-En-30524,@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright,joy,1: low amount of joy can be inferred,1,looks like a book shaped like a gun to me optimism itsagunalright,looks like a book shaped like a gun to me optimism itsagunalright
2017-En-31173,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol",joy,3: high amount of joy can be inferred,3,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\nfunny pun punny hilarious lol","it's not that the man did not know how to juggle, he just didn't have the balls to do it.\nfunny pun punny hilarious lol"
2017-En-30684,@lilymooregrant u used to chirp me for drinking it u hoe,joy,0: no joy can be inferred,0,u used to chirp me for drinking it u hoe,u used to chirp me for drinking it u hoe
2017-En-31187,Function in regard to camshaft exhilaration companies: CQHshJSI,joy,0: no joy can be inferred,0,Function in regard to camshaft exhilaration companies CQHshJSI,function in regard to camshaft exhilaration companies cqhshjsi
2017-En-31418,@sophtulig I personally prefer being happy.,joy,1: low amount of joy can be inferred,1,I personally prefer being happy.,i personally prefer being happy.
2017-En-30853,@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,joy,3: high amount of joy can be inferred,3,THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,thank you so much for coming to detroit i'm going to sob joyful rainbows now brb
2017-En-30885,@MacDsmash you should get some @SSB_Swedish delight,joy,1: low amount of joy can be inferred,1,you should get some delight,you should get some delight
2017-En-31240,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,joy,2: moderate amount of joy can be inferred,2,Thank you for the follow. Looking forward to your tweets as they look entertaining! smile socialmedia,thank you for the follow. looking forward to your tweets as they look entertaining! smile socialmedia
2017-En-30272,The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,joy,2: moderate amount of joy can be inferred,2,The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,the object of literature is to make man a wiser and happier being. the poet makes us happy because he tells us how we may become so.
2017-En-31033,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends #happy",joy,3: high amount of joy can be inferred,3,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help face_with_tears_of_joyface_with_tears_of_joy girlfriends happy","girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help face_with_tears_of_joyface_with_tears_of_joy girlfriends happy"
2017-En-30253,@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,joy,2: moderate amount of joy can be inferred,2,it's ok champ you'll make it I'm cheering you on from a far,it's ok champ you'll make it i'm cheering you on from a far
2017-En-30760,@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?,joy,0: no joy can be inferred,0,did you see the gleeful look on 's face when criminal Don King used the 'n' word to denigrate Blacks?,did you see the gleeful look on 's face when criminal don king used the 'n' word to denigrate blacks?
2017-En-30567,Bring back the heyday #NominateBunkface,joy,0: no joy can be inferred,0,Bring back the heyday NominateBunkface,bring back the heyday nominatebunkface
2017-En-30613,#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy,joy,0: no joy can be inferred,0,Talking about our Problems is our greatest AddictionBreak the habitTalk about ur Joysquote optimism problemsolving behappy,talking about our problems is our greatest addictionbreak the habittalk about ur joysquote optimism problemsolving behappy
2017-En-30844,@NateBLoL no it was that clear American naturally flavored sparkling water,joy,0: no joy can be inferred,0,no it was that clear American naturally flavored sparkling water,no it was that clear american naturally flavored sparkling water
2017-En-30248,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy,2: moderate amount of joy can be inferred,2,There is something v satisfying about opening an old 'to do'.doc file and being able to check off all the things you have done,there is something v satisfying about opening an old 'to do'.doc file and being able to check off all the things you have done
2017-En-30148,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",joy,3: high amount of joy can be inferred,3,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n funny pun punny lol","it's not that the man did not know how to juggle, he just didn't have the balls to do it.\n funny pun punny lol"
2017-En-30491,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",joy,1: low amount of joy can be inferred,1,"I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.","i thought that was funny, too. but maybe not such a coincidence. green must be the official color of optimism."
2017-En-31553,Howling with laughter at “WELL DONE BEZZA!” #bakeoff #GBBO,joy,3: high amount of joy can be inferred,3,Howling with laughter at “WELL DONE BEZZA!” bakeoff GBBO,howling with laughter at “well done bezza!” bakeoff gbbo
2017-En-30734,When your rewatching glee and break down in tears all over again. 😭😢 ,joy,0: no joy can be inferred,0,When your rewatching glee and break down in tears all over again. loudly_crying_facecrying_face,when your rewatching glee and break down in tears all over again. loudly_crying_facecrying_face
2017-En-31097,Accept the #challenges so that you can feel the exhilaration of victory.,joy,0: no joy can be inferred,0,Accept the challenges so that you can feel the exhilaration of victory.,accept the challenges so that you can feel the exhilaration of victory.
2017-En-30920,Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,joy,1: low amount of joy can be inferred,1,Watch this amazing live.ly broadcast by .peterson lively musically. Come WATCH,watch this amazing live.ly broadcast by .peterson lively musically. come watch
2017-En-30667,"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel",joy,0: no joy can be inferred,0,"Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it... liarthiefscoundrel","harwood gleeful at these new numbers, bet your money on this reporting...look to lose it... liarthiefscoundrel"
2017-En-31349,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",joy,2: moderate amount of joy can be inferred,2,"CommunitySleepCoach Look at these narcoleptic puppies. Make you smile. If you are human &amp; find yourself in such odd positions, seek th…","communitysleepcoach look at these narcoleptic puppies. make you smile. if you are human &amp; find yourself in such odd positions, seek th…"
2017-En-30424,Watch this amazing live.ly broadcast by @thebrandonrobert  #musically,joy,1: low amount of joy can be inferred,1,Watch this amazing live.ly broadcast by musically,watch this amazing live.ly broadcast by musically
2017-En-31570,@carras16 still bright ✨,joy,1: low amount of joy can be inferred,1,still bright sparkles,still bright sparkles
2017-En-30013,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay ,joy,3: high amount of joy can be inferred,3,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n GreatDay,my morning started off amazing!! hopefully the whole day is going as i want it to go!\n greatday
2017-En-30204,the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,joy,2: moderate amount of joy can be inferred,2,the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me
2017-En-30378,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! ,joy,1: low amount of joy can be inferred,1,I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot!,i still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. thanks a lot!
2017-En-30073,TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy,3: high amount of joy can be inferred,3,TheNiceBot melbjs ;) Here is a smile and a wink from across the web. TheNiceBot,thenicebot melbjs ;) here is a smile and a wink from across the web. thenicebot
2017-En-30866,A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,joy,3: high amount of joy can be inferred,3,A new day to live and smile. Hope all the followers a nice night or day. D,a new day to live and smile. hope all the followers a nice night or day. d
2017-En-30660,Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable,joy,0: no joy can be inferred,0,Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable,question for all the cheerleaders who ages out!!\nhow to i make my senior year of cheer more memorable
2017-En-30483,@OilersFanSean yup I feel dirty cheering,joy,1: low amount of joy can be inferred,1,yup I feel dirty cheering,yup i feel dirty cheering
2017-En-31475,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy,1: low amount of joy can be inferred,1,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton quote yeg,accept the challenges so that you can feel the exhilaration of victory. george s. patton quote yeg
2017-En-30294,I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,joy,2: moderate amount of joy can be inferred,2,I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. GBBO,i love mary's undying optimism. you could present her with dog shite and she'd find something good to say. gbbo
2017-En-30392,"@bijayjanand\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect 🙏🙏",joy,1: low amount of joy can be inferred,1,"\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. hearty respect folded_handsfolded_hands","\nit's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. hearty respect folded_handsfolded_hands"
2017-En-31306,@Cherie_Fitz it's being extremely playful,joy,1: low amount of joy can be inferred,1,it's being extremely playful,it's being extremely playful
2017-En-30817,"Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢",joy,0: no joy can be inferred,0,"Seriously I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? crying_face","seriously i'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? crying_face"
2017-En-30869,Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,joy,0: no joy can be inferred,0,Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,chris would take full responsibility and would want us all to rejoice in the memories we all had with him.
2017-En-31035,Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor,joy,1: low amount of joy can be inferred,1,Hannah 'This week on Survivor Find out who is more buoyant. Gen X or Millenials!' survivor,hannah 'this week on survivor find out who is more buoyant. gen x or millenials!' survivor
2017-En-30611,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice,joy,0: no joy can be inferred,0,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald joy rejoice,misery loves company. the church ought to be a place where it finds none.\n-pastor kris theobald joy rejoice
2017-En-31493,#PeopleLikeMeBecause of my razor wit &amp; sparkling personality,joy,1: low amount of joy can be inferred,1,PeopleLikeMeBecause of my razor wit &amp; sparkling personality,peoplelikemebecause of my razor wit &amp; sparkling personality
2017-En-31000,Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy,0: no joy can be inferred,0,Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs,mou is too jovial and trying to impress those players too much. no player is bigger than manutd. saf won't tolerate all this bs
2017-En-30761,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",joy,0: no joy can be inferred,0,", just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",", just saw the save the day psa. why were you in obvious tears doing it? i'd have thought you'd be your cheerful self."
2017-En-31166,"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",joy,2: moderate amount of joy can be inferred,2,"you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!","you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!"
2017-En-30811,It is too fucking bright &amp; too fucking hot outside,joy,0: no joy can be inferred,0,It is too fucking bright &amp; too fucking hot outside,it is too fucking bright &amp; too fucking hot outside
2017-En-30821,People who cheer for sports teams completely outside of New Jersey or PA piss me off,joy,0: no joy can be inferred,0,People who cheer for sports teams completely outside of New Jersey or PA piss me off,people who cheer for sports teams completely outside of new jersey or pa piss me off
2017-En-30178,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy,2: moderate amount of joy can be inferred,2,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... glee books reading,time to go hit up the library - i have a lovely pile of book reservations to collect this morning... glee books reading
2017-En-31559,"@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.",joy,1: low amount of joy can be inferred,1,"Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.","haha i like the optimism cause i'm the same, but it doesn't make this situation any less mind boggling."
2017-En-30670,Watch this amazing live.ly broadcast by @haythatjamile8 #lively #musically,joy,0: no joy can be inferred,0,Watch this amazing live.ly broadcast by lively musically,watch this amazing live.ly broadcast by lively musically
2017-En-30050,Thank you @twitter for the balloons today. #smile #goodday #48,joy,3: high amount of joy can be inferred,3,Thank you for the balloons today. smile goodday 48,thank you for the balloons today. smile goodday 48
2017-En-31285,"@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle",joy,2: moderate amount of joy can be inferred,2,"I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle","i'm feeling the exact same way. also i read this in akon's voice, it provided me with a hearty chuckle"
2017-En-31195,something about opening mail is just...very pleasing,joy,2: moderate amount of joy can be inferred,2,something about opening mail is just...very pleasing,something about opening mail is just...very pleasing
2017-En-31438,Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,joy,3: high amount of joy can be inferred,3,Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow WCH2016,woah. that overtime was exhilarating! out of my seat and the hands on mackinnon wow wch2016
2017-En-30859,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,joy,0: no joy can be inferred,0,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays
2017-En-30941,"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",joy,1: low amount of joy can be inferred,1,"(She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +","(she laughed a bit. of course it was! aria shook her head, calming her mirth so she could listen to mikey.) no, actually. +"
2017-En-30255,I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy,2: moderate amount of joy can be inferred,2,I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,i'm so playful. lol i need somebody that'll joke with me all day long cause ill never get tired of it.
2017-En-31272,@MaureenKamash that's a good question. I really don't know. I am slowly losing my optimism,joy,0: no joy can be inferred,0,that's a good question. I really don't know. I am slowly losing my optimism,that's a good question. i really don't know. i am slowly losing my optimism
2017-En-31215,Happiness is a choice life isn't about pleasing everybody #ALDUB62ndWeeksary,joy,1: low amount of joy can be inferred,1,Happiness is a choice life isn't about pleasing everybody ALDUB62ndWeeksary,happiness is a choice life isn't about pleasing everybody aldub62ndweeksary
2017-En-31554,"@yap_yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]",joy,1: low amount of joy can be inferred,1,"--an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]","--an uncertainty. [halsey teases, her lips curving into a jovial smirk.]"
2017-En-31577,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,joy,0: no joy can be inferred,0,Try to find the good in the negative. The negative can turn out to be good.\n anxietyrelief openminded,try to find the good in the negative. the negative can turn out to be good.\n anxietyrelief openminded
2017-En-30295,Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun,joy,2: moderate amount of joy can be inferred,2,Use your smile to change the world. Don't let the world change your smile.' quote actorslife smile love hardworkpaysoff fun,use your smile to change the world. don't let the world change your smile.' quote actorslife smile love hardworkpaysoff fun
2017-En-30626,only time I am ever cheering for you Johnny,joy,0: no joy can be inferred,0,only time I am ever cheering for you Johnny,only time i am ever cheering for you johnny
2017-En-31140,@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. ,joy,3: high amount of joy can be inferred,3,it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences.,it's great to see matilda so happy in her new chair it will provide her with access to lots of new experiences.
2017-En-30496,@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro,joy,1: low amount of joy can be inferred,1,after such a heavy 2 days this has given much needed levity. Thanks bro,after such a heavy 2 days this has given much needed levity. thanks bro
2017-En-30274,@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.,joy,2: moderate amount of joy can be inferred,2,At the risk of being blocked I thought that video from the wake was hilarious.,at the risk of being blocked i thought that video from the wake was hilarious.
2017-En-31001,Your #smile is a messenger of your good will.,joy,2: moderate amount of joy can be inferred,2,Your smile is a messenger of your good will.,your smile is a messenger of your good will.
2017-En-30913,"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.",joy,3: high amount of joy can be inferred,3,"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.","watching football matches without commentary is something that i rejoice, found a transmission of city’s match like that today, joyful."
2017-En-30516,@melsey6 oh good girl hope she is cheerful,joy,1: low amount of joy can be inferred,1,oh good girl hope she is cheerful,oh good girl hope she is cheerful
2017-En-30590,"@SloanTheOtaku Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.",joy,0: no joy can be inferred,0,"Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.","betelgeuse/sloth was lively, dedicated and tenacious, regulus/greed is humbly content and ley/gluttony is starving hungry."
2017-En-31042,Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,joy,2: moderate amount of joy can be inferred,2,Such merriment &amp; laughter from at &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,such merriment &amp; laughter from at &amp; an instructional powerpoint presentation.well done to all concerned &amp; thanks
2017-En-30292,Watch this amazing live.ly broadcast by @footballrocks123456  #musically,joy,2: moderate amount of joy can be inferred,2,Watch this amazing live.ly broadcast by musically,watch this amazing live.ly broadcast by musically
2017-En-30118,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy,3: high amount of joy can be inferred,3,Thank you disney themed episode for letting me discover how amazing the are!,thank you disney themed episode for letting me discover how amazing the are!
2017-En-31606,"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",joy,2: moderate amount of joy can be inferred,2,"'El?' He turned around to her, smiling before hugging her gently.","'el?' he turned around to her, smiling before hugging her gently."
2017-En-30780,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,joy,0: no joy can be inferred,0,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,people always tell me that they don't expect me to have anxiety because i'm generally cheerful and don't act the way they expect me to.
2017-En-31494,"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace",joy,0: no joy can be inferred,0,"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? Peace","it take so little to make a child's life joyful, why do we work so hard to make their lives hell? peace"
2017-En-30514,"#Arts create richness &amp; liveliness in our society, continues through educational &amp; social benefits, and only ends with the economic",joy,1: low amount of joy can be inferred,1,"Arts create richness &amp; liveliness in our society, continues through educational &amp; social benefits, and only ends with the economic","arts create richness &amp; liveliness in our society, continues through educational &amp; social benefits, and only ends with the economic"
2017-En-30114,Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam,joy,3: high amount of joy can be inferred,3,Happy birthday keep smiling always.Wishing you a wonderful year ahead mam,happy birthday keep smiling always.wishing you a wonderful year ahead mam
2017-En-30543,lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,joy,0: no joy can be inferred,0,lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,lol! no mention of pak pm or even his speech on any international news channel and pakis are rejoicing as if the world stands with them
2017-En-31390,"@PAKallman If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity.",joy,2: moderate amount of joy can be inferred,2,"If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity.","if you get it going with him, tag me the link please. i have a lot of friends who love following his unintentional hilarity."
